division,Month_names,spei_gamma_03,lat,lon,tmp,pre
94,August,4.995459e-06,6.75,8.75,25.263334,295.9175
94,December,-9.96472e-06,6.75,8.75,25.705833,7.5808334
94,February,-0.012839352,6.75,8.75,28.202501,23.885
94,January,-2.295358e-06,6.75,8.75,26.015,6.955
94,July,1.4153231e-06,6.75,8.75,25.454166,285.4975
94,June,1.589496e-06,6.75,8.75,26.265833,254.04333
94,March,-0.005748329,6.75,8.75,29.036667,77.64917
94,May,0.0024975287,6.75,8.75,27.189167,204.52501
94,November,-0.00042166986,6.75,8.75,26.498333,43.715
94,October,-0.0031811418,6.75,8.75,26.282501,218.52667
94,September,0.0022202716,6.75,8.75,25.6625,328.53668
95,April,0.001926042,6.75,9.25,28.15,147.84334
95,August,3.5519402e-06,6.75,9.25,24.576668,312.6967
95,December,-7.4133586e-06,6.75,9.25,25.015833,5.6258335
95,February,-0.016385866,6.75,9.25,27.414167,26.168333
95,January,-0.0015275942,6.75,9.25,25.355,5.8841667
95,July,9.250138e-07,6.75,9.25,24.67,291.91583
95,June,1.1017856e-06,6.75,9.25,25.580833,253.8475
95,March,-0.004350695,6.75,9.25,28.385834,80.56333
95,May,0.0015201694,6.75,9.25,26.616667,201.35083
95,November,-0.0009530383,6.75,9.25,25.726667,41.405
95,October,-0.002237238,6.75,9.25,25.605833,218.54584
95,September,3.1171212e-06,6.75,9.25,24.968334,334.41418
96,April,-2.9817897e-06,6.75,9.75,27.463333,149.31168
96,August,6.4093697e-06,6.75,9.75,23.673334,318.01
96,December,-7.3091205e-06,6.75,9.75,24.220833,4.6891665
96,February,-0.012540012,6.75,9.75,26.636667,22.908333
96,January,-0.0069523165,6.75,9.75,24.666668,3.5133333
96,July,1.8568496e-06,6.75,9.75,23.854168,292.21832
96,June,6.338465e-07,6.75,9.75,24.779167,247.6275
96,March,-0.0025270327,6.75,9.75,27.506666,81.645004
96,May,-7.9049886e-07,6.75,9.75,25.828333,197.17
96,November,-7.3465944e-06,6.75,9.75,24.944168,41.018333
96,October,-1.4152106e-06,6.75,9.75,24.821667,219.16667
96,September,4.9672713e-06,6.75,9.75,24.056667,336.92834
97,April,-1.8609067e-06,6.75,10.25,26.784166,146.49167
97,August,8.947401e-06,6.75,10.25,22.8725,313.06085
97,December,-0.0002202157,6.75,10.25,23.538334,3.6816666
97,February,-0.011134996,6.75,10.25,25.744167,18.311666
97,January,-0.012555777,6.75,10.25,23.979168,3.4991667
97,July,2.1730414e-06,6.75,10.25,22.969168,286.5092
97,June,-6.841185e-07,6.75,10.25,23.890833,236.50166
97,March,-4.189958e-06,6.75,10.25,26.729168,82.77167
97,May,-1.8861637e-06,6.75,10.25,25.035833,190.78084
97,November,-6.490651e-06,6.75,10.25,24.074167,38.56167
97,October,-1.3953618e-06,6.75,10.25,23.923334,214.38083
97,September,0.0005978171,6.75,10.25,23.169167,330.41916
98,April,-2.192051e-06,6.75,10.75,26.406668,142.385
98,August,0.0016955496,6.75,10.75,22.689167,298.87085
98,December,-4.0170426e-06,6.75,10.75,23.233334,1.2733333
98,February,-0.010304697,6.75,10.75,25.346666,12.354167
98,January,-0.015053058,6.75,10.75,23.581667,2.3008335
98,July,8.5487653e-07,6.75,10.75,22.686666,277.15668
98,June,0.0002265371,6.75,10.75,23.496668,225.49667
98,March,-4.445606e-06,6.75,10.75,26.341667,78.57667
98,May,-3.671615e-06,6.75,10.75,24.75,185.91
98,November,0.0006808772,6.75,10.75,23.6825,36.24
98,October,-5.0871944e-07,6.75,10.75,23.630833,213.19583
98,September,0.0061164377,6.75,10.75,22.871668,318.81583
99,April,-5.889583e-06,6.75,11.25,22.798334,154.69833
99,August,0.002243984,6.75,11.25,19.426666,281.42584
99,December,-3.6034112e-06,6.75,11.25,19.736668,1.2675
99,February,-0.017956356,6.75,11.25,21.538334,16.42
99,January,-0.017245276,6.75,11.25,20.186666,3.4283333
99,July,2.2805179e-07,6.75,11.25,19.490833,269.19
99,June,-0.0023110637,6.75,11.25,20.194166,213.22583
99,March,-0.011529738,6.75,11.25,22.5375,89.13084
99,May,-9.440348e-06,6.75,11.25,21.250834,191.13417
99,November,-3.7593845e-06,6.75,11.25,20.08,33.914165
99,October,-1.205012e-06,6.75,11.25,20.150833,209.21
99,September,0.0061570094,6.75,11.25,19.480833,308.89584
100,April,-0.0058664163,6.75,11.75,24.1,146.35583
100,August,0.0022377772,6.75,11.75,20.943335,263.2775
100,December,-3.1734196e-06,6.75,11.75,21.035833,1.2708334
100,February,-0.010676025,6.75,11.75,22.942501,11.533334
100,January,-0.0097838845,6.75,11.75,21.395,3.4591668
100,July,1.5569744e-06,6.75,11.75,20.899168,256.48166
100,June,-0.002543262,6.75,11.75,21.610834,208.16
100,March,-0.022805529,6.75,11.75,24.126667,79.35
100,May,-0.0021048356,6.75,11.75,22.648335,190.02
100,November,-2.746579e-06,6.75,11.75,21.570833,31.9775
100,October,2.0944144e-06,6.75,11.75,21.545,207.6575
100,September,0.006899094,6.75,11.75,20.991667,294.96167
101,April,-0.0061820224,6.75,12.25,25.303333,130.89
101,August,0.0027690432,6.75,12.25,22.053333,255.56084
101,December,-0.005019446,6.75,12.25,22.043333,1.2291667
101,February,-0.006846197,6.75,12.25,24.045,8.3741665
101,January,-0.0061342237,6.75,12.25,22.306667,2.2175
101,July,0.0014297911,6.75,12.25,21.996668,244.91501
101,June,-1.6253988e-06,6.75,12.25,22.816668,202.7725
101,March,-0.022913784,6.75,12.25,25.428333,69.04833
101,May,-0.0019562053,6.75,12.25,23.8475,184.44333
101,November,-2.7262276e-06,6.75,12.25,22.765,31.563334
101,October,5.2717467e-05,6.75,12.25,22.855833,206.63918
101,September,0.009398286,6.75,12.25,22.199167,284.55917
102,April,-0.003516364,6.75,12.75,25.299168,124.17167
102,August,0.0015670117,6.75,12.75,22.164167,254.37167
102,December,-0.010902461,6.75,12.75,22.0475,1.1891667
102,February,-0.008345369,6.75,12.75,24.036667,8.325833
102,January,-0.0040321886,6.75,12.75,22.311666,1.0683334
102,July,0.00063402246,6.75,12.75,22.200834,240.03416
102,June,-1.6483401e-06,6.75,12.75,22.915,198.435
102,March,-0.020087669,6.75,12.75,25.5175,63.432503
102,May,-0.00028951524,6.75,12.75,23.948334,180.78584
102,November,-0.0019529345,6.75,12.75,22.860834,28.6025
102,October,1.946278e-06,6.75,12.75,22.950834,202.38167
102,September,0.009602593,6.75,12.75,22.303333,276.61084
103,April,-0.0021174012,6.75,13.25,25.5975,121.40667
103,August,-0.0041750376,6.75,13.25,22.380001,252.34334
103,December,-0.014146756,6.75,13.25,22.139168,2.3141668
103,February,-0.003824594,6.75,13.25,24.235,5.145
103,January,-0.001922201,6.75,13.25,22.4175,2.0766666
103,July,-0.0050120354,6.75,13.25,22.405,232.45917
103,June,-0.002994613,6.75,13.25,23.123333,195.41084
103,March,-0.017651567,6.75,13.25,25.7,58.158333
103,May,-2.6875136e-06,6.75,13.25,24.2475,173.47
103,November,-0.0045790584,6.75,13.25,23.245,27.9825
103,October,-1.4380774e-06,6.75,13.25,23.255001,194.075
103,September,0.008335922,6.75,13.25,22.605833,265.58417
104,April,1.09092795e-07,6.75,13.75,25.2975,119.30583
104,August,-0.007045232,6.75,13.75,22.1875,254.3175
104,December,-0.0065596695,6.75,13.75,22.045834,2.2775
104,February,-0.0027365766,6.75,13.75,24.146667,4.0433335
104,January,-0.005034121,6.75,13.75,22.333334,1.0075
104,July,-0.008232135,6.75,13.75,22.205,231.485
104,June,-0.007507829,6.75,13.75,22.928333,190.31
104,March,-0.010715176,6.75,13.75,25.591667,55.155003
104,May,-1.9932631e-07,6.75,13.75,24.044167,168.87834
104,November,-3.1916968e-06,6.75,13.75,23.033333,25.84
104,October,-2.0876914e-06,6.75,13.75,23.050001,187.25583
104,September,0.0059301313,6.75,13.75,22.426666,261.41083
105,April,0.0011279092,6.75,14.25,25.091667,114.8
105,August,-0.0033568915,6.75,14.25,21.798334,261.66168
105,December,-4.673672e-06,6.75,14.25,22.038334,2.2041667
105,February,-0.002529715,6.75,14.25,23.939167,3.8
105,January,-0.003395966,6.75,14.25,22.220833,0.9975
105,July,-0.0050547803,6.75,14.25,21.903334,235.32668
105,June,-0.009023151,6.75,14.25,22.640833,185.55751
105,March,-0.0005333485,6.75,14.25,25.304167,55.0675
105,May,1.0444744e-06,6.75,14.25,23.7475,164.25667
105,November,-2.7490314e-06,6.75,14.25,22.821667,25.194166
105,October,-1.3477868e-06,6.75,14.25,22.759167,180.24083
105,September,2.8820398e-06,6.75,14.25,22.130001,256.82333
106,April,2.4810665e-06,7.25,2.75,28.660833,119.145836
106,August,-0.0009836118,7.25,2.75,25.3375,80.63417
106,December,2.3280038e-06,7.25,2.75,28.029167,9.119166
106,February,2.8791485e-06,7.25,2.75,29.4625,29.4625
106,January,1.7398827e-06,7.25,2.75,28.068335,9.6866665
106,July,-0.0012779088,7.25,2.75,25.685001,130.55833
106,June,-0.00032789516,7.25,2.75,26.458334,193.99167
106,March,7.457236e-07,7.25,2.75,29.478334,75.06167
106,May,-0.0019378563,7.25,2.75,27.920834,161.51083
106,November,-6.342068e-06,7.25,2.75,28.1175,32.14417
106,October,-0.0011413653,7.25,2.75,26.94,140.12666
106,September,-0.0029142192,7.25,2.75,26.034166,151.06416
107,April,2.239693e-06,7.25,3.25,28.5625,124.25084
107,August,-0.0062218206,7.25,3.25,25.135834,88.629166
107,December,4.0389596e-06,7.25,3.25,27.74,11.584167
107,February,1.1551726e-06,7.25,3.25,29.268333,29.237501
107,January,1.7236589e-06,7.25,3.25,27.775,10.217501
107,July,-1.0757692e-05,7.25,3.25,25.475834,165.32167
107,June,-6.4716287e-06,7.25,3.25,26.259167,222.13
107,March,2.0324174e-08,7.25,3.25,29.29,79.94334
107,May,-0.0035953347,7.25,3.25,27.719168,170.7325
107,November,-5.2566797e-06,7.25,3.25,27.838333,35.118336
107,October,-0.004367434,7.25,3.25,26.649166,152.78584
107,September,-0.0076966463,7.25,3.25,25.831667,168.685
108,April,1.1673702e-06,7.25,3.75,28.358334,132.27501
108,August,-0.006633616,7.25,3.75,24.923334,104.69
108,December,3.055747e-06,7.25,3.75,27.440834,11.584167
108,February,6.1915733e-07,7.25,3.75,29.065834,28.480833
108,January,1.8806925e-06,7.25,3.75,27.487501,9.7575
108,July,-8.075871e-06,7.25,3.75,25.275,188.58751
108,June,-0.0005972599,7.25,3.75,26.253334,227.59584
108,March,-4.794759e-07,7.25,3.75,29.195,84.4825
108,May,-0.0059192576,7.25,3.75,27.504168,172.01001
108,November,-1.14992645e-05,7.25,3.75,27.745834,35.84667
108,October,-0.0036714193,7.25,3.75,26.451668,166.66917
108,September,-0.007237317,7.25,3.75,25.6175,193.21333
109,April,-1.447446e-06,7.25,4.25,28.2625,136.21667
109,August,-0.008642179,7.25,4.25,24.8225,123.317505
109,December,1.6498767e-07,7.25,4.25,27.258333,11.409167
109,February,-0.0002382846,7.25,4.25,29.0825,31.285833
109,January,1.0260983e-06,7.25,4.25,27.296667,9.4575
109,July,-8.013212e-06,7.25,4.25,25.17,201.42584
109,June,-0.00025654893,7.25,4.25,26.1525,225.36084
109,March,-2.1623214e-06,7.25,4.25,29.195833,88.638336
109,May,-0.0067511853,7.25,4.25,27.403334,174.735
109,November,-0.003574757,7.25,4.25,27.655,38.841667
109,October,-0.0043203044,7.25,4.25,26.3525,179.36334
109,September,-0.008796961,7.25,4.25,25.61,215.20168
110,April,-4.854488e-06,7.25,4.75,27.461666,140.36417
110,August,-0.0060832608,7.25,4.75,24.225,142.8925
110,December,-1.674937e-06,7.25,4.75,26.658333,11.979167
110,February,-0.0013435258,7.25,4.75,28.384167,35.815002
110,January,-1.0577163e-07,7.25,4.75,26.6025,10.724167
110,July,-0.0008203116,7.25,4.75,24.464167,216.99084
110,June,-0.0017897168,7.25,4.75,25.543333,224.75833
110,March,-4.310518e-06,7.25,4.75,28.400833,91.51583
110,May,-0.008845597,7.25,4.75,26.594168,177.99
110,November,-0.00692782,7.25,4.75,26.8475,42.248333
110,October,-0.0035650907,7.25,4.75,25.650833,186.55
110,September,-0.0067730015,7.25,4.75,24.898335,236.7025
111,April,-6.8365634e-06,7.25,5.25,27.455,140.37167
111,August,-0.0017966598,7.25,5.25,24.214167,170.90334
111,December,-0.00042754153,7.25,5.25,26.450834,10.160833
111,February,-1.86792e-06,7.25,5.25,28.184168,35.030834
111,January,-6.6100034e-07,7.25,5.25,26.491667,9.4383335
111,July,-0.0044070375,7.25,5.25,24.460001,233.84167
111,June,-1.085798e-06,7.25,5.25,25.438334,222.43251
111,March,-5.7580646e-06,7.25,5.25,28.3025,87.04584
111,May,-0.0031329722,7.25,5.25,26.49,179.7675
111,November,-0.012385691,7.25,5.25,26.64,37.8675
111,October,-0.005022656,7.25,5.25,25.5525,185.05167
111,September,-0.005171978,7.25,5.25,24.785833,258.90668
112,April,-5.0488006e-06,7.25,5.75,27.865833,134.425
112,August,-0.003583714,7.25,5.75,24.521667,193.48083
112,December,-0.0022117135,7.25,5.75,26.549168,9.1050005
112,February,-0.0018405246,7.25,5.75,28.386667,30.4925
112,January,-6.1024326e-07,7.25,5.75,26.6875,8.116667
112,July,-0.005776593,7.25,5.75,24.768333,243.21
112,June,-3.2545069e-07,7.25,5.75,25.655834,222.19667
112,March,-0.00026350067,7.25,5.75,28.713333,77.40667
112,May,-1.2864576e-05,7.25,5.75,26.795834,181.58833
112,November,-0.013040865,7.25,5.75,26.744167,38.412502
112,October,-0.0050842375,7.25,5.75,25.768333,184.47417
112,September,-0.006391136,7.25,5.75,25.084167,273.5625
113,April,-3.5601513e-06,7.25,6.25,27.772501,131.02917
113,August,-0.0001056968,7.25,6.25,24.424168,206.33334
113,December,-5.4288657e-06,7.25,6.25,26.148335,8.7675
113,February,-0.0032444193,7.25,6.25,28.185833,25.5075
113,January,7.4114496e-08,7.25,6.25,26.393333,7.1325
113,July,-0.0019635283,7.25,6.25,24.663334,243.7775
113,June,-1.3528547e-06,7.25,6.25,25.4575,223.27333
113,March,-0.0024599093,7.25,6.25,28.528334,70.24417
113,May,-9.329322e-06,7.25,6.25,26.595001,187.68916
113,November,-0.006728797,7.25,6.25,26.438334,33.555
113,October,0.0016600431,7.25,6.25,25.6675,184.08751
113,September,-0.00042048673,7.25,6.25,24.974167,282.585
114,April,0.0007129125,7.25,6.75,28.574167,122.72917
114,August,1.0987521e-05,7.25,6.75,25.120834,211.065
114,December,-4.2324693e-05,7.25,6.75,26.640833,6.6008334
114,February,-0.0030151475,7.25,6.75,28.79,17.59
114,January,5.359409e-07,7.25,6.75,26.900833,6.0291667
114,July,4.606783e-06,7.25,6.75,25.2575,235.77
114,June,-6.4517275e-07,7.25,6.75,26.166668,220.0775
114,March,-0.003000419,7.25,6.75,29.325834,60.095
114,May,-4.6526898e-06,7.25,6.75,27.29,188.72917
114,November,-5.4265993e-06,7.25,6.75,26.9325,30.657501
114,October,0.0022296626,7.25,6.75,26.3675,182.865
114,September,0.0036282006,7.25,6.75,25.675835,286.54083
115,April,0.0011820731,7.25,7.25,28.6725,119.46
115,August,1.4776388e-05,7.25,7.25,25.121668,218.46
115,December,-6.7974674e-06,7.25,7.25,26.3325,5.52
115,February,-0.0028473702,7.25,7.25,28.691668,14.681667
115,January,3.458337e-07,7.25,7.25,26.710835,6.0833335
115,July,5.699838e-06,7.25,7.25,25.351667,234.2975
115,June,-4.8478057e-07,7.25,7.25,26.1625,219.97417
115,March,-0.0025022982,7.25,7.25,29.325,55.920002
115,May,-3.8404874e-06,7.25,7.25,27.185833,192.22334
115,November,-0.0024790354,7.25,7.25,26.821667,26.895
115,October,0.0010217914,7.25,7.25,26.265833,183.28084
115,September,0.0026707053,7.25,7.25,25.666668,290.62668
116,April,-0.0017328159,7.25,7.75,28.695833,115.89834
116,August,1.0005469e-05,7.25,7.75,25.124166,233.56834
116,December,-6.964339e-06,7.25,7.75,25.924168,3.6058333
116,February,-0.0027081913,7.25,7.75,28.505001,11.121667
116,January,3.3648138e-07,7.25,7.75,26.429167,4.119167
116,July,0.00097042817,7.25,7.75,25.346666,239.18251
116,June,8.051672e-08,7.25,7.75,26.165834,225.01001
116,March,-3.243424e-06,7.25,7.75,29.33,54.127502
116,May,-3.156842e-06,7.25,7.75,27.189167,193.33833
116,November,-0.0026526838,7.25,7.75,26.630833,26.605
116,October,-0.002619342,7.25,7.75,26.272501,184.61667
116,September,0.0029490953,7.25,7.75,25.5625,294.19418
117,April,-0.0024865083,7.25,8.25,29.110834,115.49084
117,August,5.0774424e-06,7.25,8.25,25.5275,248.335
117,December,-8.237673e-06,7.25,8.25,26.025,4.6408334
117,February,-0.002944827,7.25,8.25,28.809168,11.248334
117,January,2.0910149e-07,7.25,8.25,26.434168,4.2116666
117,July,0.00081850885,7.25,8.25,25.645,247.29001
117,June,7.462067e-07,7.25,8.25,26.456667,227.66583
117,March,-4.5138468e-06,7.25,8.25,29.750834,56.071667
117,May,-2.2261404e-06,7.25,8.25,27.488333,193.00084
117,November,-1.2088889e-05,7.25,8.25,26.8375,26.779167
117,October,-0.003915787,7.25,8.25,26.5775,184.64166
117,September,0.0015153623,7.25,8.25,25.948334,294.20917
118,April,-0.0019973575,7.25,8.75,29.223333,118.92417
118,August,2.5378386e-06,7.25,8.75,25.514168,263.38666
118,December,-8.0665495e-06,7.25,8.75,25.725834,2.9275
118,February,-0.0033167233,7.25,8.75,28.610834,11.37
118,January,7.0818083e-07,7.25,8.75,26.253334,4.3441668
118,July,0.00076234684,7.25,8.75,25.640833,257.21667
118,June,1.5621462e-06,7.25,8.75,26.453333,229.29417
118,March,-0.00051941996,7.25,8.75,29.7675,57.338333
118,May,-6.1698955e-07,7.25,8.75,27.479166,191.29333
118,November,-0.0012671314,7.25,8.75,26.639168,25.095001
118,October,-0.0008599281,7.25,8.75,26.487501,185.26167
118,September,6.798461e-07,7.25,8.75,25.836668,296.26334
119,April,-1.8816112e-06,7.25,9.25,29.138334,121.636665
119,August,4.465633e-06,7.25,9.25,25.3075,275.88666
119,December,-7.5004773e-06,7.25,9.25,25.531668,3.165
119,February,-0.0003596773,7.25,9.25,28.338333,12.502501
119,January,3.0183853e-07,7.25,9.25,25.98,2.2425
119,July,2.3100524e-06,7.25,9.25,25.4325,263.16
119,June,9.821429e-07,7.25,9.25,26.263334,228.72583
119,March,-0.00012094495,7.25,9.25,29.600834,59.278336
119,May,-1.2071492e-06,7.25,9.25,27.386667,185.7925
119,November,-0.00068520056,7.25,9.25,26.456667,27.570833
119,October,-8.4077476e-07,7.25,9.25,26.291668,187.37418
119,September,1.7942667e-06,7.25,9.25,25.524166,301.5092
120,April,-2.9113298e-06,7.25,9.75,28.953333,122.86
120,August,5.612018e-06,7.25,9.75,24.93,280.35583
120,December,-0.00048133748,7.25,9.75,25.236668,1.0841666
120,February,-0.00096013566,7.25,9.75,27.934168,12.275001
120,January,-0.0031654034,7.25,9.75,25.676666,2.2591667
120,July,1.329329e-06,7.25,9.75,25.046667,267.12
120,June,-1.4340621e-07,7.25,9.75,25.873333,227.8125
120,March,-3.907938e-06,7.25,9.75,29.2225,61.24917
120,May,-2.876834e-06,7.25,9.75,27.1,181.74667
120,November,-0.0006422923,7.25,9.75,26.073334,27.237501
120,October,-2.0540979e-06,7.25,9.75,26.021667,188.38333
120,September,0.0014238664,7.25,9.75,25.130835,303.73666
121,April,-3.2885155e-06,7.25,10.25,28.491667,121.190834
121,August,7.03968e-06,7.25,10.25,24.341667,282.16083
121,December,-5.1960274e-06,7.25,10.25,24.753334,2.2775
121,February,-0.0003909552,7.25,10.25,27.2575,11.2675
121,January,-0.0067638373,7.25,10.25,25.088333,1.1433333
121,July,1.7893617e-06,7.25,10.25,24.455833,265.81085
121,June,-1.1579988e-06,7.25,10.25,25.397501,224.08084
121,March,-0.0016981497,7.25,10.25,28.636667,62.494167
121,May,-4.4191956e-06,7.25,10.25,26.624166,177.01584
121,November,-0.00081063336,7.25,10.25,25.498333,25.4375
121,October,-1.6067022e-06,7.25,10.25,25.445833,189.66833
121,September,0.0033422932,7.25,10.25,24.555,302.55917
122,April,-4.5792353e-06,7.25,10.75,27.195833,124.60333
122,August,2.3158967e-05,7.25,10.75,23.175833,278.36502
122,December,-5.1316806e-06,7.25,10.75,23.559168,0.0
122,February,-0.0037980813,7.25,10.75,25.862501,9.991667
122,January,-0.011838852,7.25,10.75,23.894167,1.1158334
122,July,3.1613124e-06,7.25,10.75,23.2775,264.32584
122,June,-1.5456928e-06,7.25,10.75,24.191668,216.22751
122,March,-0.00049458235,7.25,10.75,27.258333,64.6775
122,May,-4.002002e-06,7.25,10.75,25.44,176.8825
122,November,-4.9990467e-06,7.25,10.75,24.2125,23.525833
122,October,5.5506825e-07,7.25,10.75,24.250834,189.44751
122,September,0.005628722,7.25,10.75,23.359167,297.00668
123,April,-6.2180256e-06,7.25,11.25,26.410833,127.3375
123,August,0.001930801,7.25,11.25,22.589167,270.13916
123,December,-0.0032555694,7.25,11.25,22.761667,0.0
123,February,-2.8311424e-09,7.25,11.25,24.968334,6.9275002
123,January,-0.013059515,7.25,11.25,23.004168,1.1083333
123,July,0.0058824033,7.25,11.25,22.6825,261.24835
123,June,-5.180084e-07,7.25,11.25,23.501667,210.44333
123,March,-0.013219044,7.25,11.25,26.461668,66.27167
123,May,-4.7544077e-06,7.25,11.25,24.745,177.87917
123,November,-2.1766775e-06,7.25,11.25,23.510834,24.380835
123,October,0.0016545294,7.25,11.25,23.554167,186.715
123,September,0.0043220124,7.25,11.25,22.673334,289.91583
124,April,-0.0042025032,7.25,11.75,25.310001,130.80167
124,August,0.006769863,7.25,11.75,21.605,264.15167
124,December,-0.003982104,7.25,11.75,21.655,0.0
124,February,-0.0018492696,7.25,11.75,23.660833,8.031667
124,January,-0.019616725,7.25,11.75,21.9,1.1008333
124,July,0.009702264,7.25,11.75,21.78,257.2075
124,June,-0.0006093563,7.25,11.75,22.500834,207.11667
124,March,-0.021959744,7.25,11.75,25.253334,67.714165
124,May,-0.0008055542,7.25,11.75,23.755835,179.36084
124,November,0.00036335192,7.25,11.75,22.408333,20.975834
124,October,0.008064166,7.25,11.75,22.456667,184.345
124,September,0.0027610275,7.25,11.75,21.781668,283.59
125,April,-0.0061317775,7.25,12.25,24.015833,130.13167
125,August,0.008009689,7.25,12.25,20.614166,259.89417
125,December,-0.008826585,7.25,12.25,20.455833,0.0
125,February,-0.0084139705,7.25,12.25,22.360834,10.145
125,January,-0.021101195,7.25,12.25,20.6,2.1808333
125,July,0.008889778,7.25,12.25,20.784166,251.5925
125,June,-1.8255358e-06,7.25,12.25,21.510834,202.91333
125,March,-0.023639625,7.25,12.25,23.943335,68.9125
125,May,-0.0020527048,7.25,12.25,22.6525,182.08
125,November,0.0012703829,7.25,12.25,21.193333,20.580833
125,October,0.007378485,7.25,12.25,21.454166,183.2325
125,September,0.004353021,7.25,12.25,20.79,278.16583
126,April,-0.0047042277,7.25,12.75,24.814167,121.19667
126,August,0.007466108,7.25,12.75,21.428333,260.05417
126,December,-0.012959903,7.25,12.75,21.055,0.0
126,February,-0.004506243,7.25,12.75,23.059168,7.15
126,January,-0.01941494,7.25,12.75,21.209167,1.0625
126,July,0.0071417666,7.25,12.75,21.585835,246.27501
126,June,-4.6689917e-07,7.25,12.75,22.320833,200.97667
126,March,-0.023760227,7.25,12.75,24.841667,59.74167
126,May,-0.00067810377,7.25,12.75,23.455,175.68001
126,November,-0.002161057,7.25,12.75,22.091667,20.074167
126,October,0.0062840534,7.25,12.75,22.2625,178.09917
126,September,0.005047877,7.25,12.75,21.601667,270.515
127,April,-0.0019261886,7.25,13.25,25.405,118.130005
127,August,0.0004852528,7.25,13.25,22.043333,259.02167
127,December,-0.016642688,7.25,13.25,21.456667,0.0
127,February,-1.8401447e-09,7.25,13.25,23.663334,2.9208333
127,January,-0.014392109,7.25,13.25,21.616667,1.0225
127,July,0.0007474496,7.25,13.25,22.085001,243.01083
127,June,-6.1139195e-07,7.25,13.25,22.8325,198.74251
127,March,-0.020204175,7.25,13.25,25.536667,52.195835
127,May,-4.8087445e-06,7.25,13.25,23.964167,171.85834
127,November,-0.005685401,7.25,13.25,22.675833,17.335001
127,October,0.003546011,7.25,13.25,22.975834,170.70917
127,September,0.0032223065,7.25,13.25,22.309168,262.85168
128,April,-0.0006144861,7.25,13.75,24.501667,118.47083
128,August,-0.004564085,7.25,13.75,21.264168,264.33167
128,December,-0.010759816,7.25,13.75,20.65,0.0
128,February,-1.641554e-08,7.25,13.75,22.666668,1.9125
128,January,-0.010151986,7.25,13.75,20.835001,0.99333334
128,July,-0.0035416817,7.25,13.75,21.289167,246.04001
128,June,-0.0005081604,7.25,13.75,22.032501,193.54417
128,March,-0.016051367,7.25,13.75,24.525833,51.060833
128,May,-4.984842e-06,7.25,13.75,23.161667,167.10167
128,November,-0.002956032,7.25,13.75,21.866667,15.9383335
128,October,2.149027e-08,7.25,13.75,22.068333,164.05167
128,September,0.0018588994,7.25,13.75,21.4275,256.79416
129,April,-3.4423972e-06,7.25,14.25,23.6,113.59167
129,August,-0.0020880671,7.25,14.25,20.368334,268.91583
129,December,-0.008640011,7.25,14.25,20.046667,0.0
129,February,-0.00633673,7.25,14.25,22.059168,6.360833
129,January,-0.008850775,7.25,14.25,20.344168,0.9525
129,July,-0.001427996,7.25,14.25,20.585835,245.60333
129,June,-0.0019046012,7.25,14.25,21.233334,186.50584
129,March,-0.009317438,7.25,14.25,23.715834,50.890835
129,May,-1.651037e-06,7.25,14.25,22.255835,160.65834
129,November,-0.0020505968,7.25,14.25,21.056667,17.718334
129,October,-5.7788566e-07,7.25,14.25,21.175001,160.07333
129,September,1.2656596e-06,7.25,14.25,20.528334,254.5625
130,April,1.080179e-06,7.75,2.75,28.464167,110.92917
130,August,-0.0031398605,7.75,2.75,24.828333,104.78667
130,December,8.724397e-07,7.75,2.75,27.7475,6.7816668
130,February,1.1748879e-06,7.75,2.75,29.266666,26.145834
130,January,2.0079744e-06,7.75,2.75,27.869167,8.09
130,July,-1.353344e-05,7.75,2.75,25.391666,146.83833
130,June,-0.0040088394,7.75,2.75,26.269167,169.28667
130,March,1.392141e-06,7.75,2.75,29.384167,71.025
130,May,-0.0040973946,7.75,2.75,27.6325,149.20667
130,November,-6.8283525e-06,7.75,2.75,27.748333,20.755001
130,October,-2.4941082e-05,7.75,2.75,26.556667,130.41583
130,September,-0.0020603382,7.75,2.75,25.640833,164.49667
131,April,1.0377418e-06,7.75,3.25,28.569166,112.54
131,August,-0.0028734508,7.75,3.25,24.926666,102.20167
131,December,2.6858063e-06,7.75,3.25,27.459167,8.0425005
131,February,4.8461646e-07,7.75,3.25,29.165834,23.713333
131,January,2.1495746e-06,7.75,3.25,27.578333,6.579167
131,July,-5.7604166e-06,7.75,3.25,25.385834,159.52333
131,June,-0.0010022934,7.75,3.25,26.365,188.9275
131,March,1.4379892e-06,7.75,3.25,29.4,71.96917
131,May,-0.0071098376,7.75,3.25,27.628334,158.99
131,November,-3.6416147e-06,7.75,3.25,27.7625,22.366667
131,October,-3.7551617e-05,7.75,3.25,26.5625,142.54083
131,September,-0.0028994814,7.75,3.25,25.635834,176.76167
132,April,1.018246e-06,7.75,3.75,28.271667,120.75834
132,August,-0.009425982,7.75,3.75,24.619167,113.05667
132,December,1.2483138e-06,7.75,3.75,26.961668,7.9983335
132,February,7.5866006e-07,7.75,3.75,28.874166,22.862501
132,January,1.686994e-06,7.75,3.75,26.991667,7.3558335
132,July,-5.009429e-06,7.75,3.75,25.073334,169.4075
132,June,-0.0021237263,7.75,3.75,26.061666,197.99333
132,March,3.2221433e-07,7.75,3.75,29.1075,78.73
132,May,-0.0046827784,7.75,3.75,27.32,162.37083
132,November,-0.0029377635,7.75,3.75,27.3775,26.643333
