division,Month_names,spei_gamma_03,lat,lon,tmp,pre
7,December,-8.6975015e-06,4.75,8.75,26.2675,34.7375
7,February,-0.0021316153,4.75,8.75,27.5725,51.64
7,January,-3.5773205e-06,4.75,8.75,26.330833,29.435833
7,July,-0.00489879,4.75,8.75,25.001667,367.12585
7,June,-3.4845546e-06,4.75,8.75,25.913334,325.1625
7,March,5.865906e-07,4.75,8.75,27.711668,140.81334
7,May,1.2749418e-07,4.75,8.75,26.810833,257.97668
7,November,-8.350921e-06,4.75,8.75,26.53,129.215
7,October,-0.0027886382,4.75,8.75,25.981667,312.53333
7,September,-0.00028531018,4.75,8.75,25.4925,394.65918
8,April,0.0028576725,4.75,9.25,26.035833,198.56584
8,August,-1.4152634e-05,4.75,9.25,23.448334,441.67667
8,December,-7.402625e-06,4.75,9.25,24.855833,28.08
8,February,-0.0034019179,4.75,9.25,25.9775,50.841667
8,January,-3.7474776e-06,4.75,9.25,25.031668,24.496668
8,July,-0.004573157,4.75,9.25,23.612501,367.255
8,June,0.0010073718,4.75,9.25,24.500834,312.435
8,March,2.0598256e-06,4.75,9.25,26.0125,144.39833
8,May,-0.0021254239,4.75,9.25,25.308334,251.87083
8,November,-6.9229554e-06,4.75,9.25,24.943335,117.42917
8,October,-0.0026161852,4.75,9.25,24.3925,315.67834
8,September,-2.7453373e-06,4.75,9.25,23.99,411.1875
9,April,0.0038019312,4.75,9.75,26.443335,192.84334
9,August,-8.951027e-06,4.75,9.75,23.760834,445.44833
9,December,-5.0728677e-06,4.75,9.75,25.269167,21.838333
9,February,-0.0028017224,4.75,9.75,26.375,45.856667
9,January,-2.2473205e-06,4.75,9.75,25.435833,20.716667
9,July,-0.004235938,4.75,9.75,23.825834,347.46085
9,June,0.0005030641,4.75,9.75,24.813334,293.39
9,March,2.4814508e-06,4.75,9.75,26.431667,140.06084
9,May,-0.0014559571,4.75,9.75,25.609167,242.09334
9,November,-5.5763326e-06,4.75,9.75,25.248333,112.89333
9,October,-0.00220054,4.75,9.75,24.698334,317.9125
9,September,-0.0012432951,4.75,9.75,24.294167,415.47
10,April,0.0064743273,4.75,10.25,26.648335,186.23584
10,August,-3.596791e-06,4.75,10.25,24.071667,402.51083
10,December,-5.0021995e-06,4.75,10.25,25.478334,18.164167
10,February,-0.0006884033,4.75,10.25,26.784166,35.481667
10,January,-8.411643e-07,4.75,10.25,25.84,16.706667
10,July,-0.0034908333,4.75,10.25,24.025833,290.3575
10,June,0.0007084662,4.75,10.25,25.019167,262.865
10,March,2.0931727e-06,4.75,10.25,26.7325,132.83917
10,May,0.0018736775,4.75,10.25,25.9225,230.22084
10,November,-6.5395066e-06,4.75,10.25,25.441668,105.05
10,October,-0.0009932701,4.75,10.25,24.906668,316.4775
10,September,-0.0009778066,4.75,10.25,24.499166,397.99585
11,April,0.007995396,4.75,10.75,25.543333,177.18333
11,August,1.0194784e-05,4.75,10.75,23.085001,321.89084
11,December,-0.0010247182,4.75,10.75,24.278334,15.530001
11,February,-6.457274e-07,4.75,10.75,25.685001,28.983334
11,January,-6.283688e-08,4.75,10.75,24.75,14.4475
11,July,4.031776e-06,4.75,10.75,23.0325,213.43251
11,June,-2.1626397e-06,4.75,10.75,23.824167,220.4075
11,March,0.0014238622,4.75,10.75,25.541668,127.78084
11,May,0.000492964,4.75,10.75,24.724167,217.42833
11,November,-6.7364404e-06,4.75,10.75,24.248333,97.30417
11,October,-2.1230894e-06,4.75,10.75,23.811666,306.64166
11,September,0.001188606,4.75,10.75,23.408333,359.17584
12,April,0.009564913,4.75,11.25,26.365,156.81168
12,August,4.982692e-06,4.75,11.25,23.989166,227.9175
12,December,-0.0029917106,4.75,11.25,24.989168,13.886667
12,February,-2.0626251e-07,4.75,11.25,26.486668,22.41
12,January,-6.387836e-07,4.75,11.25,25.571667,12.074167
12,July,-2.2298345e-06,4.75,11.25,23.843334,151.685
12,June,-2.2988486e-06,4.75,11.25,24.629168,188.4325
12,March,0.0007096974,4.75,11.25,26.538334,117.152504
12,May,0.0007377563,4.75,11.25,25.523335,207.36833
12,November,-0.0016567641,4.75,11.25,25.0425,90.63583
12,October,-3.3569523e-07,4.75,11.25,24.604166,295.86917
12,September,0.00036910622,4.75,11.25,24.310001,311.355
13,April,0.009383103,4.75,11.75,25.961668,154.6425
13,August,5.0593558e-06,4.75,11.75,23.6975,186.32417
13,December,1.9541476e-07,4.75,11.75,24.491667,14.649167
13,February,-0.003023643,4.75,11.75,26.094168,24.311666
13,January,-1.6147206e-06,4.75,11.75,25.068333,11.587501
13,July,-0.0009206183,4.75,11.75,23.536667,131.62
13,June,-0.0021509738,4.75,11.75,24.318335,174.99167
13,March,-1.7294893e-06,4.75,11.75,26.146667,109.53333
13,May,0.0020264757,4.75,11.75,25.225,200.05333
13,November,-3.8680896e-06,4.75,11.75,24.647501,86.675835
13,October,1.4096188e-06,4.75,11.75,24.301666,288.23334
13,September,7.370914e-06,4.75,11.75,24.011667,289.21832
14,April,0.0082169995,4.75,12.25,26.06,151.19417
14,August,0.0029330216,4.75,12.25,23.7125,160.06416
14,December,2.7158143e-07,4.75,12.25,24.393333,17.938334
14,February,-0.0034430039,4.75,12.25,26.090834,26.695
14,January,-0.007110627,4.75,12.25,24.9725,10.2075
14,July,-3.6710485e-06,4.75,12.25,23.64,116.0225
14,June,-0.0028127937,4.75,12.25,24.314167,166.06416
14,March,-1.9801028e-06,4.75,12.25,26.239166,102.29167
14,May,0.0045333807,4.75,12.25,25.220833,195.55833
14,November,-2.7105832e-06,4.75,12.25,24.640833,83.5075
14,October,-0.0032772939,4.75,12.25,24.395834,284.88916
14,September,4.4068165e-06,4.75,12.25,24.11,272.29166
15,April,0.0073042894,4.75,12.75,25.755835,147.42416
15,August,0.0033541755,4.75,12.75,23.42,150.67667
15,December,1.0219093e-06,4.75,12.75,23.894167,18.255001
15,February,-0.0077327485,4.75,12.75,25.691668,29.559168
15,January,-0.010427073,4.75,12.75,24.475,11.210834
15,July,-1.872341e-06,4.75,12.75,23.335835,115.7575
15,June,-0.0040986445,4.75,12.75,24.0125,159.12
15,March,-2.3589353e-06,4.75,12.75,25.9375,100.14834
15,May,0.005599138,4.75,12.75,24.919167,190.8875
15,November,-0.0017102547,4.75,12.75,24.335835,82.33
15,October,-0.005759373,4.75,12.75,23.995834,278.74918
15,September,0.001475553,4.75,12.75,23.817501,264.2425
16,April,0.006693609,4.75,13.25,25.656668,141.28084
16,August,0.000661452,4.75,13.25,23.230833,153.815
16,December,2.256517e-07,4.75,13.25,23.5975,19.915834
16,February,-0.005608114,4.75,13.25,25.488333,30.985834
16,January,-0.009389797,4.75,13.25,24.269167,14.712501
16,July,-3.4150555e-05,4.75,13.25,23.24,119.136665
16,June,0.0007090044,4.75,13.25,23.9275,158.13
16,March,0.00069042563,4.75,13.25,25.838333,100.00667
16,May,0.0066163186,4.75,13.25,24.829166,186.31334
16,November,-3.14087e-06,4.75,13.25,24.126667,82.45917
16,October,-0.007457696,4.75,13.25,23.905,270.02002
16,September,2.3448995e-06,4.75,13.25,23.624166,256.51584
17,April,0.005408989,4.75,13.75,25.549168,136.77417
17,August,4.084311e-06,4.75,13.75,23.235,162.01083
17,December,4.6279553e-07,4.75,13.75,23.503334,22.296667
17,February,-0.0037755533,4.75,13.75,25.397501,33.431667
17,January,-0.008927325,4.75,13.75,24.088333,15.725
17,July,3.5016953e-07,4.75,13.75,23.1425,124.903336
17,June,0.0010072319,4.75,13.75,23.826668,157.77917
17,March,0.00017626406,4.75,13.75,25.729168,99.16583
17,May,0.005664375,4.75,13.75,24.83,180.27333
17,November,-2.6071289e-06,4.75,13.75,24.025833,81.940834
17,October,-0.0045172283,4.75,13.75,23.8025,261.13083
17,September,2.1346611e-06,4.75,13.75,23.523335,249.79916
18,April,0.004431861,4.75,14.25,25.648335,131.15584
18,August,2.982091e-06,4.75,14.25,23.24,174.67334
18,December,-0.0023043,4.75,14.25,23.499166,22.790834
18,February,-0.0014286501,4.75,14.25,25.5075,30.69
18,January,-0.0046979636,4.75,14.25,24.192501,15.345
18,July,-6.0083113e-07,4.75,14.25,23.241667,136.46417
18,June,-0.0016981692,4.75,14.25,23.931667,159.29666
18,March,-0.0009335769,4.75,14.25,25.8375,94.144165
18,May,0.002411082,4.75,14.25,24.930834,173.58917
18,November,-0.0018419179,4.75,14.25,24.115833,78.207504
18,October,-4.7410517e-06,4.75,14.25,23.910833,250.2375
18,September,1.7661446e-06,4.75,14.25,23.6375,242.3825
19,April,0.000644533,5.25,5.25,27.944166,167.69917
19,August,-0.0069544115,5.25,5.25,25.268333,153.88918
19,December,-0.0017770235,5.25,5.25,27.28,54.13667
19,February,-4.283982e-05,5.25,5.25,28.5375,53.76917
19,January,-9.850646e-06,5.25,5.25,27.26,45.590836
19,July,-4.3424275e-06,5.25,5.25,25.355,210.78584
19,June,-0.004348927,5.25,5.25,26.256668,259.84085
19,March,-9.780576e-06,5.25,5.25,28.446667,123.88167
19,May,-0.010118048,5.25,5.25,27.278334,218.93584
19,November,-9.194831e-06,5.25,5.25,27.219168,107.2225
19,October,-0.0003747613,5.25,5.25,26.314167,247.80917
19,September,-0.0048330706,5.25,5.25,25.770834,234.71083
20,April,0.004055878,5.25,5.75,27.850834,187.27501
20,August,4.045743e-06,5.25,5.75,25.275833,247.92917
20,December,-1.596869e-05,5.25,5.75,27.074167,38.085
20,February,-0.0059744357,5.25,5.75,28.3425,60.808334
20,January,-9.4980105e-06,5.25,5.75,27.171667,34.696667
20,July,-5.255123e-06,5.25,5.75,25.36,341.14835
20,June,-0.0046662386,5.25,5.75,26.0575,290.29916
20,March,-1.4664578e-05,5.25,5.75,28.36,126.933334
20,May,-0.0064426567,5.25,5.75,27.0825,244.36166
20,November,-1.0015816e-05,5.25,5.75,27.116667,103.90667
20,October,0.00075014436,5.25,5.75,26.221666,275.92084
20,September,2.9545585e-05,5.25,5.75,25.668333,327.06583
21,April,0.0038757634,5.25,6.25,27.86,188.715
21,August,9.619305e-06,5.25,6.25,25.384167,264.10583
21,December,-0.002766044,5.25,6.25,26.978334,33.0325
21,February,-0.002944328,5.25,6.25,28.341667,58.015
21,January,-9.6466665e-06,5.25,6.25,27.080833,33.395
21,July,-5.3328413e-06,5.25,6.25,25.464167,341.34418
21,June,-0.00014508986,5.25,6.25,26.1625,288.30835
21,March,-1.6623564e-05,5.25,6.25,28.363335,127.28417
21,May,-0.0006928677,5.25,6.25,27.08,243.80417
21,November,-8.79333e-06,5.25,6.25,27.019167,102.629166
21,October,0.0012557369,5.25,6.25,26.2325,273.02667
21,September,3.724278e-05,5.25,6.25,25.668333,341.20166
22,April,0.0011609137,5.25,6.75,27.771667,187.09917
22,August,5.4934103e-06,5.25,6.75,25.3925,280.38168
22,December,-0.0035525034,5.25,6.75,26.675001,31.371668
22,February,-0.0016575194,5.25,6.75,28.148335,55.34667
22,January,-9.855052e-06,5.25,6.75,26.785833,31.85
22,July,-3.2680148e-06,5.25,6.75,25.378334,332.45752
22,June,-1.8509687e-06,5.25,6.75,26.075,288.04083
22,March,-0.0025393039,5.25,6.75,28.17,126.46084
22,May,0.0004328393,5.25,6.75,26.984167,247.41583
22,November,-8.822388e-06,5.25,6.75,26.8225,100.98917
22,October,9.221068e-06,5.25,6.75,26.140001,273.57333
22,September,2.7856728e-05,5.25,6.75,25.6775,349.75082
23,April,0.0030449359,5.25,7.25,27.59,187.50917
23,August,-8.69475e-06,5.25,7.25,25.199167,298.7525
23,December,-0.0063340883,5.25,7.25,26.272501,29.068335
23,February,-0.0022013832,5.25,7.25,27.760834,51.764168
23,January,-0.0020383287,5.25,7.25,26.496666,31.251667
23,July,-5.6804624e-06,5.25,7.25,25.184168,325.70084
23,June,-3.904306e-06,5.25,7.25,25.985,293.39917
23,March,-0.0009780974,5.25,7.25,27.885834,128.23
23,May,-1.994272e-07,5.25,7.25,26.805834,250.54083
23,November,-0.0055094855,5.25,7.25,26.521667,102.386665
23,October,-0.0039555808,5.25,7.25,25.946667,275.99585
23,September,1.2178499e-05,5.25,7.25,25.487501,358.16333
24,April,0.0026208712,5.25,7.75,27.595001,187.51167
24,August,-0.0008644999,5.25,7.75,25.119167,322.86166
24,December,-0.0059335195,5.25,7.75,26.1725,30.288334
24,February,-0.00094597955,5.25,7.75,27.77,50.620834
24,January,-3.0114683e-05,5.25,7.75,26.318335,31.096666
24,July,-8.540754e-05,5.25,7.75,25.194166,329.99084
24,June,-3.0487931e-06,5.25,7.75,25.995834,304.1675
24,March,-8.393514e-06,5.25,7.75,27.910833,126.7875
24,May,0.00025757562,5.25,7.75,26.808334,250.77
24,November,-0.003470068,5.25,7.75,26.535833,105.7375
24,October,-0.003617684,5.25,7.75,25.966667,281.42084
24,September,9.132907e-06,5.25,7.75,25.494167,366.91418
25,April,0.0008158918,5.25,8.25,27.511667,189.94667
25,August,-7.585506e-06,5.25,8.25,24.920834,357.165
25,December,-0.0016612672,5.25,8.25,25.9725,27.871668
25,February,-0.0013959853,5.25,8.25,27.480833,50.9625
25,January,-3.123797e-06,5.25,8.25,26.019167,27.448334
25,July,5.2934797e-06,5.25,8.25,24.986668,347.35083
25,June,-4.066135e-06,5.25,8.25,25.896667,315.30252
25,March,-0.0007640571,5.25,8.25,27.715,130.45168
25,May,2.3154398e-06,5.25,8.25,26.7075,253.62001
25,November,-1.0161536e-05,5.25,8.25,26.3375,109.925
25,October,-0.002430933,5.25,8.25,25.884167,291.18668
25,September,1.2375418e-05,5.25,8.25,25.391666,380.26666
26,April,0.002875951,5.25,8.75,26.829166,197.10834
26,August,-9.96588e-06,5.25,8.75,24.1275,397.32834
26,December,-7.125976e-06,5.25,8.75,25.185,25.476667
26,February,-0.0017947623,5.25,8.75,26.679167,52.27667
26,January,-2.7782644e-06,5.25,8.75,25.33,22.4625
26,July,-0.0049439427,5.25,8.75,24.390835,357.06085
26,June,-2.3996545e-06,5.25,8.75,25.199167,315.83667
26,March,-6.609208e-07,5.25,8.75,26.925835,133.06416
26,May,8.090244e-07,5.25,8.75,26.0025,249.08084
26,November,-6.3402813e-06,5.25,8.75,25.533333,105.262505
26,October,-0.002194619,5.25,8.75,25.186666,297.6342
26,September,2.603265e-06,5.25,8.75,24.69,397.93335
27,April,0.0032935375,5.25,9.25,26.53,195.44667
27,August,-7.652347e-06,5.25,9.25,23.8325,421.37833
27,December,-5.45795e-06,5.25,9.25,24.880001,20.480833
27,February,-0.0021534474,5.25,9.25,26.293333,53.8725
27,January,-0.0010042334,5.25,9.25,25.032501,19.990833
27,July,-0.0016753107,5.25,9.25,23.996668,359.01416
27,June,-3.137288e-06,5.25,9.25,24.896667,308.61084
27,March,7.7877775e-07,5.25,9.25,26.525833,133.75917
27,May,9.588005e-07,5.25,9.25,25.709167,244.05751
27,November,-5.3492995e-06,5.25,9.25,25.2525,100.01667
27,October,-0.0027697657,5.25,9.25,24.799168,300.70752
27,September,9.106022e-06,5.25,9.25,24.3925,407.14417
28,April,0.0035497842,5.25,9.75,25.136667,189.65167
28,August,-4.7894623e-06,5.25,9.75,22.240833,416.24002
28,December,-3.5405003e-06,5.25,9.75,23.380001,16.7575
28,February,-0.0060327454,5.25,9.75,24.794167,42.8025
28,January,-0.003689782,5.25,9.75,23.741667,14.948334
28,July,-1.3770926e-05,5.25,9.75,22.310833,325.24667
28,June,-4.7459034e-06,5.25,9.75,23.205833,278.7592
28,March,1.5121419e-06,5.25,9.75,24.849167,133.58917
28,May,-0.0011111987,5.25,9.75,24.013334,229.41583
28,November,-4.3206073e-06,5.25,9.75,23.473333,88.535835
28,October,-0.0019198864,5.25,9.75,23.0975,293.845
28,September,8.389742e-06,5.25,9.75,22.695833,403.66418
29,April,0.0066996412,5.25,10.25,23.054167,186.9075
29,August,6.2726517e-06,5.25,10.25,20.258333,356.23
29,December,-2.9556763e-06,5.25,10.25,21.393333,13.129167
29,February,-0.003559849,5.25,10.25,22.701668,31.749166
29,January,-0.0027600382,5.25,10.25,21.855833,13.569167
29,July,5.1044667e-06,5.25,10.25,20.218334,266.04666
29,June,0.00014330084,5.25,10.25,21.005001,243.63
29,March,0.00011826519,5.25,10.25,22.649166,131.36833
29,May,2.2176662e-06,5.25,10.25,21.8225,214.16917
29,November,-5.006969e-06,5.25,10.25,21.181667,80.113335
29,October,-0.0022247408,5.25,10.25,20.908335,279.55417
29,September,0.00080358045,5.25,10.25,20.401667,369.90833
30,April,0.0072587943,5.25,10.75,24.468334,170.99251
30,August,8.173427e-06,5.25,10.75,21.9625,321.66418
30,December,-2.485242e-06,5.25,10.75,22.996668,9.297501
30,February,-0.004903924,5.25,10.75,24.407501,21.683334
30,January,-5.778113e-07,5.25,10.75,23.476667,9.900001
30,July,3.1227635e-06,5.25,10.75,21.821667,237.95834
30,June,-1.3097849e-06,5.25,10.75,22.605833,225.04417
30,March,0.00026059742,5.25,10.75,24.560833,119.615005
30,May,0.0008761415,5.25,10.75,23.423334,209.17833
30,November,-5.678111e-06,5.25,10.75,22.886667,77.22917
30,October,-3.5989099e-06,5.25,10.75,22.611668,283.1667
30,September,0.00041697995,5.25,10.75,22.099167,353.06668
31,April,0.00933433,5.25,11.25,25.771667,154.92334
31,August,7.885252e-06,5.25,11.25,23.175001,265.13168
31,December,-2.528207e-06,5.25,11.25,24.0,9.305834
31,February,-0.0059550456,5.25,11.25,25.7075,17.345833
31,January,-0.0024173195,5.25,11.25,24.575834,8.421667
31,July,4.6739393e-07,5.25,11.25,23.024166,198.97334
31,June,-0.0023365433,5.25,11.25,23.82,200.6575
31,March,-0.00019595165,5.25,11.25,25.866667,107.04833
31,May,0.00395489,5.25,11.25,24.729168,202.47084
31,November,-6.3232224e-06,5.25,11.25,24.18,73.9525
31,October,-2.3568514e-06,5.25,11.25,23.809168,277.86835
31,September,8.902872e-06,5.25,11.25,23.4025,321.03085
32,April,0.009281934,5.25,11.75,25.970835,144.37083
32,August,0.00085874513,5.25,11.75,23.485,218.97
32,December,5.936163e-08,5.25,11.75,24.1,9.9575
32,February,-0.009194706,5.25,11.75,25.908335,17.370834
32,January,-0.004827112,5.25,11.75,24.6775,5.8616667
32,July,-1.6222978e-06,5.25,11.75,23.326668,170.57584
32,June,-0.0016895705,5.25,11.75,24.009167,186.41583
32,March,-1.5515873e-06,5.25,11.75,26.165,97.589165
32,May,0.0047110207,5.25,11.75,24.929167,196.73917
32,November,-4.0675427e-06,5.25,11.75,24.378334,70.84334
32,October,-2.5943348e-07,5.25,11.75,24.105,273.16083
32,September,0.0018593115,5.25,11.75,23.708334,296.42667
33,April,0.0078154905,5.25,12.25,25.965834,138.08667
33,August,0.0009069253,5.25,12.25,23.398335,192.43167
33,December,-2.64418e-07,5.25,12.25,23.905834,12.065833
33,February,-0.0092718955,5.25,12.25,25.706667,18.293333
33,January,-0.0052724704,5.25,12.25,24.479168,7.9066668
33,July,-0.0003347028,5.25,12.25,23.231667,155.69417
33,June,-0.0031995177,5.25,12.25,24.01,174.155
33,March,-0.0004921051,5.25,12.25,26.157501,89.36833
33,May,0.0044474476,5.25,12.25,24.933334,189.9025
33,November,-0.0006600731,5.25,12.25,24.275,67.565
33,October,-0.0013212478,5.25,12.25,24.0075,269.84
33,September,0.0039788336,5.25,12.25,23.708334,282.83667
34,April,0.0057390393,5.25,12.75,25.964167,134.41333
34,August,0.002546653,5.25,12.75,23.415,182.33417
34,December,-1.649205e-07,5.25,12.75,23.91,11.618334
34,February,-0.014206296,5.25,12.75,25.701668,20.361668
34,January,-0.00741559,5.25,12.75,24.375834,7.8383336
34,July,-0.00027443664,5.25,12.75,23.341667,148.47833
34,June,-0.0004818721,5.25,12.75,24.0175,171.085
34,March,-0.0013153864,5.25,12.75,26.249166,86.66583
34,May,0.006475646,5.25,12.75,25.025,185.5525
34,November,-0.0037704632,5.25,12.75,24.365,66.363335
34,October,-0.009036191,5.25,12.75,24.108334,263.33084
34,September,0.0021299473,5.25,12.75,23.721666,271.26334
35,April,0.0058654505,5.25,13.25,25.865,133.7475
35,August,0.00035138227,5.25,13.25,23.320833,183.54916
35,December,-4.0131465e-07,5.25,13.25,23.61,14.596667
35,February,-0.011831031,5.25,13.25,25.503334,22.1875
35,January,-0.0070990403,5.25,13.25,24.181667,10.01
35,July,-0.0026447787,5.25,13.25,23.241667,150.9425
35,June,0.0019820607,5.25,13.25,23.929167,169.08167
35,March,-0.002736676,5.25,13.25,26.043333,85.56417
35,May,0.008222821,5.25,13.25,24.930834,182.63417
35,November,-3.9835577e-06,5.25,13.25,24.154167,66.1125
35,October,-0.0067144698,5.25,13.25,24.004168,255.96083
35,September,0.0023762907,5.25,13.25,23.6225,264.32666
36,April,0.0052208765,5.25,13.75,25.5575,130.565
36,August,4.6063255e-06,5.25,13.75,23.021667,186.99834
36,December,-2.1044397e-07,5.25,13.75,23.416668,14.300834
36,February,-0.012892895,5.25,13.75,25.316668,24.056667
36,January,-0.005503285,5.25,13.75,24.0,10.918333
36,July,-0.0025095236,5.25,13.75,23.028334,153.58084
36,June,-0.0008801776,5.25,13.75,23.720833,167.0575
36,March,-0.0015610558,5.25,13.75,25.835001,84.754166
36,May,0.0067151417,5.25,13.75,24.735,176.87666
36,November,-3.3332267e-06,5.25,13.75,23.9575,64.8375
36,October,-0.0044449796,5.25,13.75,23.708334,248.185
36,September,0.00060774386,5.25,13.75,23.325834,255.91333
37,April,0.0048688003,5.25,14.25,25.058334,129.26917
37,August,3.398557e-06,5.25,14.25,22.534166,199.37917
37,December,-0.002773544,5.25,14.25,23.0125,15.255834
37,February,-0.010819347,5.25,14.25,24.818335,25.375
37,January,-0.0019079049,5.25,14.25,23.595833,9.837501
37,July,-0.0003909946,5.25,14.25,22.529167,160.53833
37,June,-0.0074353595,5.25,14.25,23.225834,166.48334
37,March,-0.00048085192,5.25,14.25,25.249166,83.46
37,May,0.0019484559,5.25,14.25,24.1275,172.505
37,November,-0.0026217096,5.25,14.25,23.44,63.954166
37,October,-0.0017664132,5.25,14.25,23.215,238.75
37,September,2.341178e-06,5.25,14.25,22.838333,249.26917
38,April,0.0018059582,5.75,4.75,28.243334,153.46834
38,August,-0.0066589746,5.75,4.75,25.455,137.0625
38,December,-2.5830057e-06,5.75,4.75,27.603334,43.97667
38,February,-4.692152e-06,5.75,4.75,28.953333,48.360836
38,January,-3.3786348e-06,5.75,4.75,27.680834,38.12417
38,July,-7.5858707e-06,5.75,4.75,25.658333,196.875
38,June,-0.0018264131,5.75,4.75,26.453333,258.76752
38,March,-6.518206e-06,5.75,4.75,28.956667,112.43083
